f1,f2,f3,f4,f5,f6,f7,f8
3.285,3.395,0.84,0.0975,0.1107,c2,1.041,0.546
3.87,3.9200000000000004,1.16,0.23199999999999998,0.15975,c0,1.799,0.702
2.16,2.24,0.72,0.035,0.02385,c2,0.315,0.1275
3.87,3.8150000000000004,1.04,0.179,0.1377,c2,1.519,0.6164999999999999
3.8249999999999997,3.8500000000000005,1.08,0.18100000000000002,0.1764,c1,1.703,0.81
4.365,4.375,1.28,0.3155,0.20115,c0,2.427,0.9059999999999999
1.935,1.9600000000000002,0.56,0.0315,0.01935,c2,0.248,0.09
1.8,1.9250000000000003,0.52,0.02825,0.011700000000000002,c2,0.233,0.10500000000000001
4.140000000000001,4.305,1.36,0.24075,0.24480000000000002,c0,2.113,0.81
4.5,4.760000000000001,1.48,0.38325,0.29295000000000004,c1,3.4819999999999998,1.4055
2.205,2.17,0.76,0.02625,0.030600000000000002,c0,0.3,0.14400000000000002
3.6450000000000005,3.6750000000000003,1.28,0.13275,0.10125,c1,1.3159999999999998,0.675
2.61,2.59,0.72,0.055,0.0405,c0,0.48200000000000004,0.20700000000000002
3.69,3.64,0.92,0.1315,0.1413,c0,1.54,0.78
3.33,3.2550000000000003,0.88,0.08175,0.0864,c2,0.89,0.498
4.68,4.760000000000001,1.32,0.36200000000000004,0.2511,c0,2.955,1.218
2.79,2.905,0.88,0.061500000000000006,0.051300000000000005,c2,0.593,0.2985
2.3850000000000002,2.8000000000000003,0.8,0.06225,0.05445,c2,0.555,0.24
3.375,3.5700000000000003,0.88,0.14325,0.1062,c1,1.161,0.44400000000000006
3.375,3.5,1.2,0.12675,0.1305,c0,1.272,0.5700000000000001
4.365,4.234999999999999,1.32,0.22675,0.17370000000000002,c1,1.903,0.8295000000000001
4.1850000000000005,4.234999999999999,1.24,0.2735,0.23985,c1,2.2,0.7755000000000001
3.285,3.29,0.96,0.1635,0.135,c0,1.224,0.42000000000000004
4.5,4.34,1.44,0.363,0.25155000000000005,c0,2.783,0.996
2.205,2.275,0.56,0.03775,0.022949999999999998,c2,0.322,0.135
4.635,4.655,1.44,0.29725,0.2916,c1,2.778,1.185
4.05,3.9549999999999996,1.56,0.203,0.22545,c1,2.007,0.855
4.32,4.234999999999999,1.24,0.2125,0.17865,c2,1.999,0.8999999999999999
2.43,2.415,0.88,0.040999999999999995,0.04905,c2,0.427,0.21000000000000002
3.78,3.7800000000000002,1.12,0.16025,0.13005,c2,1.453,0.6869999999999999
3.1049999999999995,3.22,0.88,0.1175,0.07965,c0,0.919,0.348
4.5,4.48,1.32,0.27699999999999997,0.21509999999999999,c1,2.327,0.96
3.555,3.5700000000000003,0.96,0.131,0.1098,c1,1.235,0.579
3.96,4.06,1.2,0.259,0.19665,c0,2.093,0.8385
4.095,4.2,1.36,0.348,0.21555,c0,2.383,0.72
2.3850000000000002,2.4499999999999997,0.72,0.0365,0.03285,c0,0.39399999999999996,0.23099999999999998
1.71,1.7850000000000001,0.4,0.01475,0.01935,c2,0.166,0.08100000000000002
4.5,4.445,1.44,0.297,0.24255000000000002,c0,2.583,1.1099999999999999
3.8249999999999997,3.64,1.16,0.1035,0.17145000000000002,c1,1.4,0.72
3.735,3.8150000000000004,1.6,0.28350000000000003,0.2862,c1,2.716,1.2089999999999999
1.17,1.33,0.24,0.00775,0.0135,c2,0.059,0.03
1.575,1.9250000000000003,0.72,0.048,0.051300000000000005,c2,0.463,0.21149999999999997
3.915,3.9899999999999998,1.16,0.19625,0.21195,c0,1.811,0.8250000000000001
2.1149999999999998,2.205,0.64,0.04,0.0405,c2,0.36,0.14100000000000001
3.6450000000000005,3.71,1.2,0.20275,0.20475000000000002,c1,1.778,0.645
3.69,3.8150000000000004,1.12,0.17825,0.15975,c1,1.481,0.609
4.905,5.04,1.56,0.41075,0.34469999999999995,c0,3.495,1.4115
3.6450000000000005,3.2550000000000003,1.08,0.218,0.15435000000000001,c0,1.555,0.4365
2.565,2.625,0.72,0.05225,0.0558,c2,0.514,0.22499999999999998
4.32,4.34,1.28,0.20600000000000002,0.2277,c0,2.153,0.8999999999999999
2.3850000000000002,2.485,0.68,0.0345,0.0477,c0,0.402,0.20850000000000002
4.095,3.8850000000000002,1.28,0.19625,0.20520000000000002,c0,2.115,0.879
3.915,3.8500000000000005,1.36,0.14375,0.14805000000000001,c1,1.768,0.8400000000000001
4.905,4.69,1.4,0.34975,0.3483,c1,3.4139999999999997,1.7249999999999999
3.375,3.185,1.0,0.09925,0.0999,c1,0.9159999999999999,0.36
3.87,3.9549999999999996,1.2,0.21225,0.15614999999999998,c0,1.662,0.6569999999999999
4.32,4.34,1.32,0.24075,0.2115,c0,2.145,0.9359999999999999
4.635,4.585,1.44,0.30975,0.22365000000000002,c1,2.824,1.491
4.05,3.9549999999999996,1.32,0.185,0.21509999999999999,c1,1.774,0.747
5.67,5.425,2.0,0.67425,0.684,c0,5.559,1.734
4.59,4.48,1.6,0.305,0.29835,c1,2.781,1.23
3.375,3.2550000000000003,0.96,0.111,0.10710000000000001,c2,0.9420000000000001,0.42000000000000004
2.025,2.135,0.72,0.0315,0.030600000000000002,c2,0.293,0.1245
2.25,2.3800000000000003,0.6,0.03325,0.04095,c2,0.357,0.135
3.78,3.9899999999999998,1.28,0.21575,0.17235,c1,1.775,0.669
4.59,4.445,1.36,0.3095,0.2745,c0,2.711,1.17
4.1850000000000005,4.095,1.32,0.20125,0.14625000000000002,c0,1.77,0.8219999999999998
4.2299999999999995,4.41,1.2,0.2695,0.20925000000000002,c0,2.271,0.9345
2.3850000000000002,2.415,0.8,0.0555,0.04815,c2,0.491,0.195
4.32,4.48,1.16,0.254,0.216,c1,2.229,1.02
3.6,3.465,1.12,0.10075,0.162,c0,1.555,0.75
4.140000000000001,4.0249999999999995,1.24,0.22075,0.1584,c0,1.784,0.66
2.9250000000000003,2.94,1.0,0.07875,0.09225,c2,0.783,0.34500000000000003
2.79,2.8000000000000003,0.8,0.065,0.054,c2,0.612,0.28200000000000003
4.140000000000001,4.13,1.28,0.2225,0.23535,c1,2.023,0.7695000000000001
4.455,4.34,1.44,0.28825,0.2286,c0,2.511,1.065
3.15,3.29,1.08,0.11575,0.13185,c2,1.1340000000000001,0.4575
3.915,4.165,1.28,0.21275,0.20159999999999997,c0,2.114,0.9299999999999999
4.455,4.515000000000001,1.2,0.3015,0.20025,c0,2.419,1.017
2.97,2.8699999999999997,0.84,0.07625,0.0666,c2,0.67,0.33
5.175,5.285,1.6,0.50675,0.41895000000000004,c1,4.146,1.44
3.6,3.4299999999999997,1.16,0.105,0.11655,c1,1.327,0.7545
4.2299999999999995,4.13,1.24,0.31225,0.20970000000000003,c0,2.347,0.7785
1.665,1.68,0.56,0.013000000000000001,0.016200000000000003,c2,0.143,0.07500000000000001
4.5,4.515000000000001,1.52,0.3705,0.33435,c0,3.119,1.1535
3.78,4.06,1.28,0.13625,0.171,c2,1.456,0.5700000000000001
3.015,3.01,0.84,0.094,0.07065,c2,0.7559999999999999,0.27
3.6,3.535,1.2,0.17225,0.1413,c0,1.55,0.5549999999999999
1.8,1.9250000000000003,0.52,0.01925,0.021150000000000002,c2,0.184,0.08100000000000002
2.43,2.485,0.6,0.0395,0.02835,c2,0.355,0.16200000000000003
1.215,1.295,0.32,0.00525,0.0049499999999999995,c2,0.054000000000000006,0.027000000000000003
4.095,4.095,1.32,0.1725,0.22455,c1,1.996,0.9450000000000001
3.15,3.3249999999999997,1.0,0.09525,0.0711,c2,0.845,0.40650000000000003
2.61,2.625,0.8,0.04625,0.0342,c2,0.43799999999999994,0.22499999999999998
3.6,3.605,0.96,0.13525,0.1611,c2,1.318,0.51
2.9250000000000003,3.2550000000000003,1.12,0.18100000000000002,0.13815,c2,1.523,0.627
3.1049999999999995,2.905,1.08,0.064,0.06300000000000001,c0,0.773,0.44400000000000006
3.96,3.8150000000000004,0.96,0.17375,0.15435000000000001,c0,1.713,0.72
2.43,2.765,0.8,0.07225,0.0549,c2,0.597,0.24599999999999997
4.455,4.27,1.48,0.268,0.26145,c1,2.306,0.735
4.68,4.7250000000000005,1.16,0.2785,0.30645000000000006,c0,2.729,1.155
4.86,4.69,1.56,0.266,0.24615000000000004,c0,2.434,0.9945
4.095,4.375,1.36,0.24775,0.21105,c0,2.164,0.9450000000000001
3.375,3.64,1.08,0.1105,0.10529999999999999,c1,1.075,0.51
3.6,3.5,1.04,0.129,0.11970000000000001,c0,1.329,0.72
2.61,2.73,0.72,0.0675,0.04095,c2,0.549,0.23399999999999999
3.8249999999999997,3.6750000000000003,1.28,0.17725,0.19215,c1,1.671,0.735
1.845,2.03,0.56,0.018000000000000002,0.0171,c2,0.195,0.10500000000000001
3.555,3.5,0.96,0.10825,0.09765,c2,1.074,0.5355
3.195,3.2550000000000003,0.72,0.10025,0.0666,c2,0.865,0.3825
3.8249999999999997,3.8500000000000005,1.2,0.16949999999999998,0.1584,c2,1.533,0.63
2.835,2.73,0.72,0.0735,0.045000000000000005,c2,0.619,0.27
4.41,4.234999999999999,1.2,0.21525,0.22725,c1,2.269,1.0499999999999998
2.3850000000000002,2.52,0.68,0.03375,0.0333,c2,0.373,0.1845
4.2299999999999995,4.13,1.16,0.22649999999999998,0.2124,c2,1.9480000000000002,0.867
4.32,4.34,1.28,0.28175,0.22005,c1,2.225,0.8430000000000001
4.140000000000001,4.2,1.2,0.30125,0.24659999999999999,c1,2.47,0.8699999999999999
4.2299999999999995,4.305,1.4,0.25675,0.3087,c1,2.597,0.96
4.7250000000000005,5.005,1.6,0.475,0.3924,c0,3.78,1.2915
2.475,2.5549999999999997,1.08,0.054000000000000006,0.04005,c2,0.48,0.22049999999999997
4.32,4.41,1.32,0.27525,0.24929999999999997,c1,2.523,1.1655
4.455,4.41,1.16,0.27275,0.23940000000000003,c1,2.294,0.8654999999999999
2.25,2.4499999999999997,0.56,0.03575,0.030150000000000003,c2,0.321,0.138
4.095,4.165,1.16,0.215,0.1638,c0,1.8840000000000001,0.831
5.040000000000001,4.935,1.64,0.49575,0.45044999999999996,c1,4.762,1.8719999999999999
3.735,3.7800000000000002,1.36,0.16949999999999998,0.18720000000000003,c0,1.758,0.765
3.2399999999999998,3.395,1.04,0.12975,0.0864,c0,1.083,0.48
4.5,4.41,1.4,0.2335,0.24120000000000003,c1,2.221,0.9869999999999999
4.995,5.25,1.72,0.53075,0.47114999999999996,c0,4.402,1.5855
3.69,3.9200000000000004,1.28,0.171,0.1656,c1,1.643,0.759
4.95,5.04,1.44,0.3185,0.29250000000000004,c1,3.04,1.305
3.78,3.4299999999999997,1.0,0.1195,0.12915,c0,1.218,0.66
4.32,4.305,1.4,0.223,0.28755000000000003,c0,2.2359999999999998,0.8999999999999999
3.06,3.22,0.8,0.09025,0.07875,c2,0.772,0.2895
4.635,4.62,1.56,0.36725,0.3177,c0,3.131,1.158
4.1850000000000005,4.165,1.2,0.20600000000000002,0.24705000000000002,c1,2.051,0.867
2.835,2.905,0.72,0.0875,0.07515000000000001,c2,0.725,0.279
2.9250000000000003,2.975,1.08,0.07325,0.0711,c1,0.764,0.42000000000000004
3.87,3.6750000000000003,1.32,0.1445,0.15705,c1,1.4340000000000002,0.585
4.2749999999999995,4.234999999999999,1.16,0.19175,0.17145000000000002,c0,1.768,0.81
3.465,3.535,1.2,0.12300000000000001,0.1368,c0,1.283,0.645
4.41,4.375,1.32,0.25875,0.27945000000000003,c0,2.41,1.0394999999999999
3.69,3.6750000000000003,1.2,0.13699999999999998,0.1359,c1,1.416,0.75
4.455,4.375,1.28,0.22475,0.25425,c1,2.223,1.035
3.1049999999999995,3.29,1.12,0.11449999999999999,0.09945,c2,0.923,0.348
3.915,3.745,1.2,0.13449999999999998,0.12465000000000001,c0,1.45,0.75
5.175,5.04,1.72,0.44775,0.36450000000000005,c1,4.452,1.8599999999999999
4.32,4.305,1.28,0.2925,0.23355,c1,2.505,0.99
4.05,4.13,1.24,0.1845,0.19215,c0,1.7480000000000002,0.72
3.5100000000000002,3.465,1.2,0.16425,0.17009999999999997,c0,1.706,0.81
3.2399999999999998,3.5,0.96,0.09375,0.09494999999999999,c2,0.878,0.3915
2.6999999999999997,2.8699999999999997,0.72,0.0705,0.051750000000000004,c2,0.56,0.22499999999999998
3.06,3.01,0.84,0.11925,0.06705,c2,0.881,0.3225
3.8249999999999997,3.71,1.04,0.19525,0.18045000000000003,c2,1.5619999999999998,0.645
4.05,4.2,1.28,0.2695,0.2025,c0,2.2840000000000003,0.921
4.005,4.0249999999999995,1.12,0.19225,0.2268,c1,1.882,0.855
2.0700000000000003,2.205,0.72,0.0215,0.036000000000000004,c2,0.257,0.12
4.005,4.06,1.2,0.19149999999999998,0.1881,c2,1.773,0.765
5.265,5.145,1.48,0.47600000000000003,0.49500000000000005,c0,4.248,1.5
2.6999999999999997,2.8000000000000003,0.88,0.06875,0.0639,c2,0.597,0.22499999999999998
4.095,4.165,1.24,0.25675,0.19485,c1,2.121,0.8999999999999999
4.7700000000000005,4.864999999999999,1.52,0.38125,0.3924,c0,3.452,1.365
4.41,4.375,1.32,0.23850000000000002,0.21284999999999998,c1,2.254,0.9555
1.89,1.9949999999999999,0.6,0.0275,0.025650000000000003,c0,0.237,0.12
3.42,3.3249999999999997,0.96,0.08925,0.07965,c2,0.882,0.4515
4.41,4.445,1.4,0.29025,0.2817,c1,2.487,0.915
3.555,3.5,1.2,0.16175,0.1557,c1,1.429,0.585
4.365,4.41,1.24,0.3185,0.24750000000000003,c0,2.556,0.9299999999999999
2.16,2.275,0.6,0.036000000000000004,0.058050000000000004,c2,0.305,0.129
2.88,2.94,0.92,0.10275,0.08415,c2,0.818,0.315
3.8249999999999997,3.9200000000000004,1.16,0.15475,0.11745000000000001,c2,1.376,0.6495
2.475,2.415,0.76,0.03775,0.04815,c2,0.399,0.21000000000000002
4.5,4.2,1.28,0.25475,0.23040000000000002,c1,2.244,0.927
2.79,3.115,0.72,0.07775,0.081,c2,0.672,0.2565
2.5200000000000005,2.59,0.72,0.04525,0.04905,c2,0.466,0.21000000000000002
2.025,2.135,0.56,0.02925,0.030150000000000003,c1,0.297,0.135
3.6450000000000005,3.5700000000000003,1.08,0.18275,0.14265,c2,1.538,0.54
3.465,3.8500000000000005,1.04,0.17149999999999999,0.14625000000000002,c0,1.455,0.5700000000000001
2.79,2.8699999999999997,0.88,0.062,0.07379999999999999,c2,0.63,0.28500000000000003
3.735,3.9549999999999996,1.0,0.151,0.13905,c0,1.334,0.5549999999999999
4.095,4.0249999999999995,1.24,0.23425,0.18764999999999998,c0,2.026,0.885
2.655,2.765,0.8,0.07,0.0558,c2,0.586,0.24599999999999997
4.995,5.145,1.76,0.61975,0.32805,c0,4.666,1.8585000000000003
2.655,2.6950000000000003,0.76,0.0735,0.08460000000000001,c0,0.67,0.27
3.5100000000000002,3.5,1.08,0.15725,0.13815,c0,1.319,0.46950000000000003
3.195,3.29,0.96,0.063,0.07515000000000001,c2,0.737,0.40950000000000003
4.995,4.935,1.56,0.35525,0.37935,c1,3.505,1.548
4.59,4.7250000000000005,1.56,0.30225,0.28575,c1,2.764,1.1895
2.34,2.52,0.64,0.037000000000000005,0.02835,c2,0.359,0.18
4.545,4.34,1.28,0.31425,0.24750000000000003,c1,2.745,1.1055
4.86,4.760000000000001,1.24,0.33549999999999996,0.3411,c0,3.068,1.1520000000000001
4.59,4.795,1.32,0.34299999999999997,0.33975,c0,3.09,1.2165000000000001
4.5,4.375,1.48,0.29975,0.2232,c0,2.485,1.0050000000000001
4.1850000000000005,3.8500000000000005,1.2,0.24050000000000002,0.1566,c2,1.8719999999999999,0.7304999999999999
3.6450000000000005,3.535,1.28,0.1355,0.1305,c1,1.367,0.645
3.6450000000000005,3.7800000000000002,1.0,0.24075,0.17235,c0,1.7819999999999998,0.606
3.915,3.8850000000000002,1.16,0.24925,0.1512,c0,1.937,0.7155
4.2749999999999995,4.41,1.2,0.2165,0.26775,c1,2.144,0.9450000000000001
2.97,3.08,0.88,0.09849999999999999,0.0711,c2,0.76,0.27
4.7250000000000005,4.55,1.52,0.3885,0.33165,c0,3.225,1.1895
3.15,3.15,1.16,0.10425,0.09000000000000001,c2,1.05,0.49650000000000005
2.79,2.94,0.76,0.06275,0.045899999999999996,c2,0.5579999999999999,0.264
3.2399999999999998,3.15,1.28,0.087,0.11205,c0,1.1340000000000001,0.675
2.745,2.835,0.8,0.05725,0.0477,c2,0.536,0.255
1.845,2.24,0.64,0.044000000000000004,0.030600000000000002,c2,0.36200000000000004,0.14850000000000002
3.33,3.4299999999999997,0.84,0.1245,0.09045,c1,1.053,0.44400000000000006
3.96,4.165,1.08,0.25025,0.15435000000000001,c1,1.9280000000000002,0.7725
1.305,1.4000000000000001,0.2,0.0055000000000000005,0.00675,c2,0.069,0.03
3.015,3.08,0.92,0.08650000000000001,0.06885,c2,0.843,0.339
3.1049999999999995,2.94,0.84,0.0875,0.0864,c0,0.86,0.39
1.0350000000000001,1.085,0.2,0.0045000000000000005,0.0045000000000000005,c0,0.048,0.0225
3.6,3.9549999999999996,1.04,0.15375,0.14985,c1,1.395,0.54
4.05,4.06,1.2,0.138,0.16335,c0,1.854,1.08
3.96,3.535,1.12,0.17075,0.16695000000000002,c0,1.655,0.717
3.1049999999999995,3.2550000000000003,0.88,0.09125,0.06615,c2,0.7859999999999999,0.36
4.005,4.0249999999999995,1.12,0.1625,0.12645,c0,1.474,0.711
2.9250000000000003,3.045,0.88,0.08900000000000001,0.08865,c1,0.867,0.46499999999999997
3.87,3.8500000000000005,1.24,0.1445,0.20429999999999998,c1,1.57,0.6990000000000001
4.815,4.83,1.48,0.3985,0.3681,c1,3.6519999999999997,1.4969999999999999
3.78,3.7800000000000002,1.12,0.15625,0.12420000000000002,c2,1.333,0.5685
3.555,3.64,1.0,0.15025,0.1179,c2,1.3259999999999998,0.5715
3.1049999999999995,3.22,0.96,0.099,0.07965,c2,0.831,0.321
3.42,3.36,1.08,0.09575,0.12285000000000001,c1,1.014,0.46499999999999997
3.375,3.22,1.08,0.09300000000000001,0.07605,c0,0.987,0.51
4.005,4.06,1.0,0.1515,0.12645,c2,1.419,0.705
4.68,4.515000000000001,1.52,0.29,0.25920000000000004,c1,2.621,1.1099999999999999
4.545,4.41,1.56,0.258,0.29745000000000005,c1,2.612,1.125
4.86,4.935,1.64,0.41325,0.3753,c1,3.514,1.383
4.05,4.0249999999999995,1.04,0.20149999999999998,0.15435000000000001,c2,1.629,0.639
2.295,2.31,0.68,0.0315,0.0351,c2,0.331,0.18
4.5,4.41,1.48,0.28925,0.28125,c0,2.7239999999999998,1.1520000000000001
2.6999999999999997,3.045,0.96,0.1295,0.12510000000000002,c2,1.193,0.49350000000000005
4.2299999999999995,4.06,1.2,0.222,0.16695000000000002,c2,1.814,0.7335
2.655,2.52,0.8,0.033,0.04725,c0,0.421,0.22499999999999998
4.41,4.375,1.32,0.24475,0.23535,c0,2.233,0.9975
1.215,1.2249999999999999,0.32,0.0055000000000000005,0.00675,c0,0.061,0.03
3.42,3.36,1.04,0.15,0.1278,c0,1.235,0.5249999999999999
4.455,4.27,1.28,0.2345,0.17820000000000003,c1,2.178,1.1520000000000001
3.5100000000000002,3.605,0.88,0.12075,0.0882,c2,1.062,0.48450000000000004
4.140000000000001,4.06,1.12,0.19575,0.14850000000000002,c2,1.659,0.7140000000000001
5.084999999999999,5.04,1.52,0.54075,0.38745,c0,4.162,1.509
2.745,2.8000000000000003,1.04,0.048,0.060750000000000005,c0,0.587,0.315
3.78,3.6750000000000003,1.24,0.214,0.12735,c0,1.6840000000000002,0.6134999999999999
2.79,2.975,0.76,0.0695,0.06705,c2,0.615,0.279
4.545,4.515000000000001,1.48,0.29600000000000004,0.35145000000000004,c0,2.926,1.2480000000000002
3.6,3.465,0.96,0.13025,0.1449,c0,1.321,0.5700000000000001
3.195,3.36,0.92,0.125,0.0954,c2,1.157,0.552
3.78,3.71,1.12,0.14525,0.10485000000000001,c1,1.254,0.5489999999999999
4.05,4.095,1.0,0.17725,0.18675,c1,1.7480000000000002,0.675
2.16,2.31,0.6,0.03725,0.0297,c2,0.326,0.14400000000000002
3.87,3.9200000000000004,1.2,0.22649999999999998,0.1449,c1,1.749,0.66
3.6450000000000005,4.095,1.2,0.2175,0.1818,c0,2.513,0.9750000000000001
4.59,4.585,1.2,0.23975,0.20070000000000002,c1,2.086,0.915
4.635,4.585,1.6,0.36275,0.2781,c1,2.988,1.215
3.375,3.395,1.08,0.09625,0.11835000000000001,c1,1.112,0.5055000000000001
3.87,3.9200000000000004,1.24,0.2,0.1548,c0,1.735,0.6869999999999999
2.61,2.73,0.8,0.0475,0.04185,c2,0.445,0.21899999999999997
3.555,3.5700000000000003,1.04,0.1405,0.1287,c2,1.205,0.486
4.5,4.655,1.4,0.30375,0.2826,c0,2.595,0.9450000000000001
3.375,3.465,1.12,0.09050000000000001,0.08775000000000001,c2,0.988,0.573
3.06,2.905,1.04,0.073,0.07965,c1,0.735,0.36
3.87,4.06,1.0,0.223,0.18675,c0,1.823,0.363
3.6,3.465,1.16,0.12725,0.11745000000000001,c2,1.156,0.49350000000000005
4.59,4.69,1.4,0.32549999999999996,0.40275,c0,3.053,1.035
3.015,3.15,0.92,0.0975,0.0639,c2,0.787,0.33
3.1049999999999995,3.045,0.96,0.1105,0.10079999999999999,c2,0.895,0.375
3.6450000000000005,3.6750000000000003,1.08,0.16525,0.19440000000000002,c0,1.515,0.585
3.06,3.01,1.0,0.06875,0.0549,c2,0.768,0.43799999999999994
3.555,3.5,1.12,0.14625,0.10845,c2,1.243,0.585
3.06,2.975,0.8,0.075,0.07785,c2,0.742,0.34500000000000003
3.96,3.9549999999999996,1.08,0.19649999999999998,0.15614999999999998,c1,1.66,0.7140000000000001
4.2299999999999995,4.2,1.2,0.1815,0.17459999999999998,c1,1.844,0.915
3.735,3.6750000000000003,0.96,0.14025,0.108,c2,1.192,0.5085000000000001
4.1850000000000005,4.095,1.28,0.22975,0.2124,c0,1.911,0.795
4.05,3.9899999999999998,1.08,0.273,0.18359999999999999,c0,2.04,0.75
4.59,4.515000000000001,1.52,0.3025,0.3105,c0,2.949,1.44
3.195,3.22,1.12,0.1035,0.10350000000000001,c0,0.982,0.522
3.015,3.185,0.84,0.0875,0.0828,c2,0.811,0.3555
4.32,4.0249999999999995,1.2,0.21775,0.23445000000000002,c0,1.893,0.7515000000000001
2.79,3.01,1.04,0.13675,0.1467,c0,1.297,0.552
4.41,4.41,1.32,0.2875,0.24570000000000003,c0,2.401,0.8819999999999999
4.59,4.515000000000001,1.52,0.32225,0.2664,c0,2.973,1.275
3.42,3.605,1.08,0.14375,0.18855,c0,1.323,0.46499999999999997
2.6999999999999997,2.8699999999999997,0.8,0.062,0.06210000000000001,c0,0.602,0.27
4.2749999999999995,4.27,1.32,0.214,0.19845000000000002,c0,2.2319999999999998,0.9450000000000001
5.084999999999999,4.48,1.84,0.322,0.33480000000000004,c0,3.042,1.218
4.5,4.445,1.32,0.32675,0.1917,c0,2.546,1.095
3.15,3.29,1.0,0.095,0.10485000000000001,c2,0.863,0.3525
1.665,1.7850000000000001,0.56,0.013999999999999999,0.016200000000000003,c2,0.15,0.07500000000000001
4.905,4.55,1.4,0.295,0.2934,c1,3.049,1.4849999999999999
3.2399999999999998,3.3249999999999997,0.88,0.0955,0.08910000000000001,c2,0.904,0.39
3.96,3.9899999999999998,1.2,0.17125,0.14400000000000002,c2,1.51,0.6719999999999999
3.78,3.8500000000000005,1.04,0.147,0.12960000000000002,c2,1.272,0.5265
3.78,3.745,1.0,0.1775,0.17055,c0,1.476,0.5385
2.9250000000000003,2.975,0.8,0.05925,0.058050000000000004,c2,0.7959999999999999,0.2835
1.7550000000000001,1.8900000000000001,0.56,0.0225,0.01215,c2,0.204,0.10200000000000001
2.79,2.73,0.8,0.057999999999999996,0.057600000000000005,c2,0.604,0.34500000000000003
4.2749999999999995,4.2,1.2,0.25975,0.20070000000000002,c0,2.178,0.8759999999999999
2.97,2.94,1.0,0.09300000000000001,0.099,c1,0.9259999999999999,0.43499999999999994
3.1049999999999995,3.08,0.84,0.0825,0.0747,c1,0.857,0.396
3.6,3.8500000000000005,1.08,0.16575,0.13455,c2,1.4340000000000002,0.663
4.59,4.55,1.48,0.2655,0.3456,c1,2.75,1.1955
4.32,4.34,1.44,0.26425,0.23895000000000002,c2,2.261,0.9179999999999999
3.555,3.64,0.92,0.15775,0.11205,c2,1.289,0.558
3.42,3.5,1.24,0.13725,0.1404,c2,1.335,0.54
4.1850000000000005,4.2,1.32,0.1545,0.2214,c1,1.775,0.786
2.025,2.275,0.6,0.02825,0.028800000000000003,c2,0.278,0.27
4.5,4.69,1.6,0.28800000000000003,0.26865,c0,2.5380000000000003,1.0530000000000002
3.87,3.8150000000000004,1.24,0.2045,0.12960000000000002,c0,1.607,0.684
4.7700000000000005,4.62,1.36,0.311,0.2781,c1,2.862,1.194
3.42,3.5,0.96,0.1365,0.12150000000000001,c0,1.153,0.43499999999999994
4.7250000000000005,4.62,1.6,0.32625,0.26955,c1,2.926,1.266
4.2749999999999995,4.234999999999999,1.4,0.23149999999999998,0.19755,c1,2.1519999999999997,1.0050000000000001
2.205,2.205,0.68,0.0265,0.04275,c2,0.287,0.15000000000000002
3.8249999999999997,3.8500000000000005,1.24,0.13875,0.2187,c0,1.835,1.0050000000000001
3.06,3.01,0.88,0.0795,0.07695,c2,0.729,0.315
4.2749999999999995,4.234999999999999,1.44,0.19699999999999998,0.19709999999999997,c0,1.873,0.885
3.2399999999999998,3.3249999999999997,0.88,0.0885,0.08685000000000001,c2,0.911,0.43499999999999994
2.295,2.4499999999999997,0.68,0.05,0.04185,c0,0.429,0.18
3.42,3.4299999999999997,1.24,0.11975,0.11295000000000001,c1,1.156,0.54
4.545,4.41,1.8,0.28,0.30015000000000003,c0,3.05,1.35
2.34,2.625,0.64,0.045,0.03735,c2,0.415,0.21000000000000002
3.6450000000000005,3.8850000000000002,1.52,0.30575,0.3078,c0,2.812,1.167
1.98,2.065,0.56,0.02875,0.02655,c2,0.273,0.10500000000000001
4.2749999999999995,4.13,1.16,0.23375,0.1863,c2,1.949,0.777
2.9250000000000003,2.905,0.92,0.07025,0.045899999999999996,c2,0.657,0.318
2.0700000000000003,2.1,0.6,0.03025,0.0378,c2,0.3,0.135
2.97,3.15,0.92,0.07,0.07425000000000001,c2,0.73,0.3735
4.095,3.9200000000000004,1.28,0.22625,0.1863,c1,1.9340000000000002,0.8219999999999998
2.5200000000000005,2.625,0.68,0.0935,0.0414,c2,0.631,0.201
3.69,3.6750000000000003,1.08,0.1465,0.13725,c1,1.417,0.705
3.96,3.9200000000000004,1.28,0.25175,0.25065000000000004,c0,2.223,0.78
4.2749999999999995,4.2,1.4,0.27449999999999997,0.25875,c0,2.689,1.08
2.34,2.345,0.72,0.039,0.0216,c2,0.367,0.195
3.6,3.64,1.12,0.139,0.13094999999999998,c2,1.244,0.5069999999999999
3.915,4.06,1.2,0.214,0.13635,c1,1.6680000000000001,0.6900000000000001
3.195,3.15,0.92,0.10625,0.09405,c0,0.958,0.44999999999999996
3.2399999999999998,3.2550000000000003,0.64,0.0955,0.1125,c0,0.976,0.46499999999999997
4.5,4.48,1.36,0.3465,0.2934,c1,3.035,1.2269999999999999
3.06,2.975,0.8,0.08125,0.07379999999999999,c2,0.703,0.28200000000000003
4.1850000000000005,4.13,1.2,0.3065,0.21509999999999999,c1,2.302,0.7545
4.59,4.7250000000000005,1.36,0.4045,0.2862,c0,3.054,1.0230000000000001
4.05,4.165,1.12,0.19825,0.17459999999999998,c0,1.676,0.651
4.140000000000001,4.06,1.24,0.33575,0.24570000000000003,c0,2.879,0.8865
3.06,3.15,0.84,0.105,0.08325,c2,0.877,0.36
